18	.0309594	.1931554	.3934824	.4828387	.5171328	.5596906	.7022268	.8295996	.8924587	.90318	.9072781	.9310017	.9409621	.9441767	.9469914	.9509109	.9547744	.9547744	.9582022	.9582022	.9582022	.9582022	.9584324	.9584324	.9584324
19	.0110144	.0935015	.2954444	.4231456	.4559025	.4792294	.6011496	.7894906	.8709813	.9084126	.9244342	.9311007	.9465849	.9635364	.9732487	.9732487	.9801437	.9831053	.9855489	.9855489	.9855489	.9855489	.9855489	.9855489	.9855489
20	.0016052	.0699454	.3107657	.4820396	.5385578	.5430529	.5979107	.7789462	.8664078	.8909519	.8999226	.93105	.951901	.9716898	.9843962	.9852316	.9852316	.9903542	.9909617	.9917466	.9917466	.9917466	.9917466	.9917466	.9917466
21	.0063915	.0345803	.2592457	.5043001	.5556877	.5556877	.5854124	.7557628	.8834847	.9322242	.9363295	.9679397	.9796363	.9958937	.9970421	.9970421	.9970421	.9970421	.9974576	.9987333	.9987333	.9987333	.9987333	.9987333	.9987333
22	0	.0111549	.1590857	.4555465	.5488502	.5488502	.5697035	.6878437	.871111	.9199519	.9282291	.9531778	.9651092	.9779828	.9900751	.9900751	.9900751	.9908631	.9908631	.9939957	.9939957	.9939957	.9984173	.9984173	.9984173
23	.0025495	.0034121	.1025053	.3924435	.5286258	.5286258	.548847	.6443499	.8413994	.9104369	.9110234	.9325687	.9520861	.9692563	.9815481	.9815481	.9830316	.9859007	.9917403	.9942528	.9942528	.996404	.996404	.996404	.996404
24	0	.0088483	.060819	.3763173	.5269179	.5269179	.5269179	.5820368	.809673	.8975161	.8975161	.9095371	.9476379	.9762462	.9872858	.9872858	.9877087	.9925864	.9997129	.9997129	.9997129	.9997129	.9997129	1	1
25	.0014669	.0014669	.0231736	.3364609	.5526059	.5526059	.5546901	.579492	.7878875	.9009432	.9016579	.9049155	.9254155	.9539139	.9850879	.9850879	.9868454	.9919679	.9919679	.9971965	.9971965	.9971965	.9971965	.9971965	.9971965
26	0	.0064579	.0325759	.2841532	.5666103	.5666103	.5666103	.5821618	.7565684	.8948533	.8948533	.8973674	.923945	.9606911	.9788457	.9788457	.9788457	.9788457	.9888314	1	1	1	1	1	1
27	0	0	.0363795	.2100369	.5781004	.5781004	.5781004	.5796767	.7215094	.910322	.910322	.9132066	.9214649	.9550459	.9794245	.9794245	.9794245	.9794245	.9903484	.9977897	.9977897	.9977897	.9988748	.9988748	1
28	.0022485	.0022485	.0068402	.1418605	.5667911	.5667911	.5680181	.5723327	.6617588	.889946	.889946	.889946	.8976423	.9368809	.9686027	.9686027	.9686027	.971833	.9789001	.9957814	.9957814	.9957814	.9957814	.9991	1
29	0	0	.00715	.0848261	.5398474	.5398474	.5398474	.5437412	.6135336	.8886867	.8886867	.8898278	.8902324	.9374679	.9746166	.9746166	.9746166	.9776765	.981024	1	1	1	1	1	1
30	0	.0009345	.0076107	.0744916	.5610406	.5610406	.5610406	.5645255	.615914	.8942619	.8942619	.8942619	.8952481	.9233941	.9857779	.9857779	.9857779	.9857779	.997409	1	1	1	1	1	1
31	0	.0020686	.0114204	.0657615	.6199532	.6199532	.6230327	.6230327	.6496297	.8993653	.8993653	.8993653	.902539	.9206912	.9696631	.9696631	.9696631	.9717177	.9802085	.9976473	.9976473	.9976473	.9976473	.9976473	1
