28	0.0010471	0.0086347	0.0628723	0.236402	0.2734099	0.2749273	0.2807257	0.3186244	0.4431103	0.460645	0.4649568	0.4902594	0.5724016	0.6340275	0.6530824	0.6563554	0.6709489	0.7099757	0.7392472	0.7474836	0.7503542	0.7726182	0.8669204	0.8987985	0.9042753	0.9049158	0.9094999	0.9395373	0.9514968	0.9534376	0.9534376	0.9556556	0.9713228	0.9784995	0.9819075	0.9819075	0.9822893	0.986425	0.990829	1
29	0.0003829	0.00575	0.0362092	0.221753	0.2814284	0.2823681	0.2902562	0.3158683	0.4333895	0.4635125	0.4662788	0.4818989	0.5438665	0.6352083	0.6520456	0.6538397	0.6582425	0.6919388	0.7316864	0.7436887	0.7477936	0.7644928	0.8387941	0.8967608	0.9035279	0.9040521	0.9107583	0.9315671	0.9525817	0.9539387	0.9539387	0.9541488	0.9644418	0.9816789	0.984672	0.984672	0.984672	0.9866216	0.9907254	1
30	0.0003716	0.0054246	0.024828	0.1707972	0.2688213	0.2693203	0.2724467	0.292287	0.3880599	0.4423586	0.4446056	0.4512563	0.4949918	0.6115918	0.6321196	0.6346552	0.6398765	0.6633615	0.7171884	0.7292883	0.7301391	0.7406191	0.7911684	0.8735462	0.8838286	0.8848926	0.8885584	0.9064143	0.9399362	0.9456117	0.9456117	0.9466387	0.9571061	0.9820527	0.9865684	0.9868591	0.9868591	0.9894904	0.9948108	1
31	0	0.0032616	0.0224624	0.131677	0.2565261	0.2569589	0.2589641	0.2713854	0.350301	0.4223393	0.423053	0.4329998	0.4643061	0.5900123	0.6221575	0.6243087	0.6283693	0.6485137	0.7059383	0.7254444	0.7257056	0.7312087	0.7638697	0.858542	0.8719011	0.8719742	0.8739197	0.8847888	0.9299194	0.9361235	0.9361235	0.9365494	0.9430199	0.9734935	0.9828746	0.9828746	0.983478	0.9859383	0.9932034	1
32	0.0002583	0.0009259	0.0092539	0.0973672	0.241571	0.2419164	0.2426156	0.2522036	0.3083057	0.3942696	0.3965123	0.4040184	0.4282093	0.5556989	0.6074902	0.6076902	0.6116887	0.6222133	0.6886498	0.7122837	0.7132103	0.7157966	0.7378724	0.8370479	0.8651581	0.8651581	0.8665956	0.8755009	0.925742	0.9362685	0.9362685	0.9368348	0.9393268	0.9725159	0.981716	0.981716	0.981716	0.9829085	0.9940603	1
33	0.0004554	0.0031999	0.0108004	0.0759188	0.254434	0.2546192	0.2563943	0.2639031	0.3035805	0.4013117	0.4016731	0.4090442	0.4249288	0.5308225	0.6090642	0.6090642	0.6117837	0.6227279	0.6687402	0.7084613	0.7085521	0.7116849	0.7261565	0.8252599	0.8712386	0.8712386	0.8721511	0.8777701	0.9151289	0.9358446	0.9358446	0.9358446	0.9382524	0.9675989	0.9817626	0.9817626	0.9817626	0.9825944	0.9898447	1
34	0	0.0017965	0.0065511	0.0463639	0.2524312	0.2524312	0.2533444	0.2600936	0.2901514	0.390752	0.3907793	0.3929294	0.4037662	0.4830434	0.5973333	0.598236	0.60104	0.6077242	0.6543285	0.6990699	0.6995275	0.7003763	0.71257	0.7931814	0.8603979	0.8603979	0.8609098	0.865708	0.9017644	0.9308821	0.9308821	0.9311419	0.9318513	0.9590827	0.9828702	0.9828702	0.9828702	0.983954	0.9892824	1
35	0	0.0006025	0.0040337	0.0392611	0.246122	0.246122	0.2472909	0.2508581	0.2759379	0.3770435	0.3773491	0.3797628	0.3880322	0.450674	0.5841811	0.5845096	0.5862489	0.5925063	0.6261443	0.6820596	0.6821488	0.6827057	0.6889014	0.7515497	0.8515382	0.8515382	0.8523017	0.855143	0.8807822	0.9278723	0.9278723	0.9279059	0.9291946	0.9458128	0.9802447	0.9802447	0.9802447	0.9806296	0.9865376	1
36	0	0.0004156	0.0043612	0.0251869	0.2455957	0.2455957	0.2459052	0.2481678	0.2636497	0.3680863	0.3686678	0.370441	0.3770197	0.4247846	0.5881482	0.5881482	0.5889778	0.5922985	0.6214696	0.6854244	0.68621	0.6872185	0.6912423	0.7336944	0.8469926	0.8469926	0.8471062	0.8491933	0.8670825	0.9204778	0.9204778	0.9206452	0.9217575	0.9373119	0.9806284	0.9806284	0.9806284	0.9808395	0.9831991	1
37	0.0004571	0.0006874	0.0023033	0.0212312	0.2334065	0.2334065	0.2338203	0.2347117	0.248103	0.3601286	0.3603656	0.3608342	0.3695286	0.4093026	0.5942888	0.5944915	0.5958569	0.5983697	0.6138591	0.6870333	0.6873378	0.6874578	0.6931079	0.7225139	0.8428593	0.8430231	0.8436614	0.8455344	0.8582271	0.9160076	0.9160076	0.9160982	0.9175622	0.9275707	0.9779667	0.9779667	0.9779667	0.9782877	0.9829537	1
38	0	0.0004277	0.0017381	0.0164934	0.2499058	0.2501425	0.2506157	0.2522446	0.2607009	0.3672459	0.3674493	0.3680791	0.3743229	0.4022457	0.5905801	0.5907019	0.5918891	0.5930424	0.6063789	0.6861045	0.6861045	0.6871799	0.6902698	0.7098661	0.8477681	0.8477681	0.8479219	0.8496329	0.8618432	0.9162813	0.916519	0.9168255	0.9168255	0.9245177	0.9780712	0.9780712	0.9780712	0.9784269	0.9820916	1
39	0	0.0002013	0.000988	0.0107657	0.2376092	0.2376092	0.2378094	0.2396497	0.2474243	0.3504423	0.3504423	0.3510703	0.3548561	0.3773534	0.5803854	0.5803854	0.5810967	0.5836493	0.593672	0.6693727	0.6693727	0.6700042	0.6719963	0.6893457	0.8369952	0.8369952	0.8369952	0.8374962	0.8454068	0.9134185	0.9134185	0.9134185	0.9137766	0.9203821	0.9767051	0.9767051	0.9769936	0.9772071	0.9778711	1
40	0	0	0.0008165	0.0088929	0.2400588	0.2405232	0.2405232	0.2410746	0.2481526	0.3521719	0.3526097	0.3528003	0.3551764	0.3675731	0.5730875	0.5730875	0.5735282	0.575068	0.5839625	0.6637914	0.6637914	0.6642332	0.6656671	0.6796595	0.82313	0.82313	0.8234714	0.8243402	0.8299974	0.9038957	0.9038957	0.9038957	0.9041068	0.9111267	0.9755358	0.9755358	0.9755358	0.9755358	0.9761229	1
41	0	0.0000333	0.0009588	0.0052792	0.2421012	0.2425549	0.2428062	0.2445674	0.2511987	0.3467669	0.3469952	0.3471118	0.3484206	0.3610217	0.5818284	0.582091	0.5823935	0.5836968	0.5912793	0.67393	0.67393	0.6743971	0.6754959	0.6856456	0.8307702	0.8307702	0.8309809	0.8312342	0.83668	0.9063483	0.9063483	0.9063483	0.9069657	0.9089937	0.9745765	0.9745765	0.9745765	0.9745765	0.976649	1
42	0.0002274	0.0002274	0.0008437	0.0072495	0.2382779	0.2382779	0.2385593	0.2397038	0.244669	0.3411725	0.3411725	0.3414535	0.3431116	0.3546533	0.5754301	0.5754301	0.5759459	0.5762667	0.5818892	0.6637174	0.6637174	0.6645041	0.6653416	0.6731526	0.8311946	0.8311946	0.8314555	0.8315536	0.8345767	0.9062464	0.9062464	0.9062464	0.9065388	0.9078311	0.9797056	0.9797056	0.9797056	0.9797056	0.981047	1
43	0	0.0001745	0.0001745	0.0044918	0.2411873	0.2411873	0.2411873	0.2420107	0.2452372	0.3326913	0.3328221	0.3328961	0.3339904	0.3407884	0.5621108	0.5621108	0.5623057	0.5623893	0.5670766	0.6495273	0.6497805	0.6500492	0.6515742	0.6583928	0.8270838	0.8270838	0.8275664	0.8277546	0.8329883	0.9038549	0.9038549	0.9041279	0.9041279	0.9064933	0.975737	0.975737	0.975737	0.975737	0.9770725	1
44	0	0	0.0005966	0.0050467	0.2316041	0.2316041	0.2316041	0.232464	0.2341321	0.3287517	0.3287517	0.3287517	0.3297024	0.3348062	0.5640661	0.5640661	0.5640661	0.5650849	0.5671377	0.6486725	0.6486725	0.6492823	0.6505358	0.6539072	0.8370491	0.8370491	0.8373106	0.8378187	0.8416551	0.9086108	0.9086108	0.9086108	0.9086108	0.9092953	0.9796894	0.9796894	0.9796894	0.9796894	0.9804244	1
45	0.0001714	0.0001714	0.0006718	0.0038985	0.239086	0.239086	0.2394426	0.2399469	0.2427037	0.3402557	0.3402557	0.3402557	0.3403515	0.3454355	0.5746736	0.5746736	0.5753272	0.575473	0.5782092	0.6559323	0.6559323	0.6561715	0.6568046	0.6615307	0.8361199	0.8361199	0.8361199	0.8364617	0.8386138	0.9043022	0.9043716	0.9043716	0.9043716	0.9049358	0.9799676	0.9799676	0.9799676	0.9799676	0.9806471	1
46	0	0	0.0001069	0.0031814	0.2295228	0.2295228	0.2297845	0.230002	0.2331616	0.3337702	0.3337702	0.3337702	0.3341806	0.3367204	0.5667012	0.5667012	0.5667012	0.567089	0.5675069	0.6505389	0.6508382	0.6510594	0.651465	0.654164	0.8306424	0.8306424	0.8306424	0.8306424	0.8322341	0.8942471	0.8942471	0.8942471	0.8942471	0.8942921	0.9771628	0.9771628	0.9772238	0.9772238	0.9772238	1
47	0	0	0.0004335	0.0023142	0.233803	0.2338297	0.2338297	0.2338297	0.2356121	0.333994	0.333994	0.333994	0.334242	0.3372113	0.5706009	0.5706009	0.5706009	0.5715278	0.5740304	0.6568093	0.6568093	0.6587198	0.6590098	0.6605961	0.8390315	0.8390315	0.8390315	0.8390315	0.8398222	0.8979594	0.8979594	0.8979594	0.8979594	0.8982578	0.9802772	0.9802772	0.9802772	0.9802772	0.9805999	1
48	0	0.0002895	0.0004807	0.0023412	0.2355765	0.2355765	0.2357941	0.2359723	0.237244	0.3283904	0.3283904	0.3286726	0.3286726	0.330808	0.5564945	0.5564945	0.5564945	0.5569652	0.5577111	0.6409992	0.6409992	0.6409992	0.6409992	0.6427746	0.8218678	0.8218678	0.8221909	0.8221909	0.8233654	0.8978155	0.8978155	0.8978155	0.8978155	0.8978155	0.9789156	0.9789156	0.9789156	0.9789156	0.9791199	1
49	0	0	0.0002144	0.0026317	0.2412865	0.2412865	0.2412865	0.2412865	0.2447692	0.3385986	0.3385986	0.3385986	0.3385986	0.34098	0.5707251	0.5707251	0.5710987	0.5714718	0.5734997	0.6545474	0.6545474	0.6545474	0.6558524	0.6585975	0.8284457	0.8284457	0.8284457	0.8284457	0.8286175	0.8913463	0.8913463	0.8913463	0.8913463	0.8914987	0.9813186	0.9813186	0.9813186	0.9813186	0.9813186	1
50	0	0	0	0.0009952	0.2496204	0.2496204	0.2496204	0.2496204	0.2512781	0.3432974	0.3432974	0.3432974	0.3432974	0.3451568	0.5780162	0.5780162	0.5780162	0.5780162	0.5793196	0.6554871	0.6554871	0.6554871	0.6554871	0.656931	0.8265492	0.8265492	0.8265492	0.8268229	0.8281202	0.8855615	0.8855615	0.8855615	0.8855615	0.8857102	0.9762461	0.9762461	0.9762461	0.9762461	0.9762461	1
51	0	0.0005496	0.0007352	0.0030596	0.2499146	0.2499146	0.2503892	0.2511014	0.25273	0.350707	0.350707	0.350707	0.3513353	0.3537616	0.5817991	0.5834501	0.5834501	0.5834501	0.5844316	0.6612396	0.6612396	0.6612396	0.6615295	0.6615708	0.8306476	0.8306476	0.8306476	0.8306476	0.8313574	0.8986338	0.8986338	0.8986338	0.8986338	0.8988295	0.9798456	0.9798456	0.9798456	0.9798456	0.9798456	1
52	0	0	0.0001189	0.0013095	0.2308673	0.2308673	0.2316167	0.2326814	0.2343197	0.3413215	0.3413215	0.3413215	0.3421845	0.3464751	0.5936931	0.5936931	0.5936931	0.5936931	0.5953007	0.6691748	0.669832	0.669832	0.669832	0.669832	0.8377671	0.8377671	0.8377671	0.8377671	0.8389238	0.8953996	0.8953996	0.8953996	0.89626	0.89626	0.9835482	0.9835482	0.9835482	0.9835482	0.9835482	1
53	0	0	0	0.000635	0.2377082	0.2377082	0.2377082	0.2389197	0.2410342	0.3413026	0.3417159	0.3417159	0.3421796	0.3479427	0.5930315	0.5930315	0.5942109	0.5942109	0.5942109	0.6754789	0.6754789	0.6763294	0.6763294	0.6803223	0.8358389	0.8358389	0.8358389	0.8358389	0.8358389	0.8961533	0.8961533	0.8961533	0.8961533	0.8975913	0.9812076	0.9812076	0.9812076	0.9812076	0.9812076	1
54	0	0	0	0.0021805	0.2284663	0.2284663	0.2284663	0.2284663	0.2294973	0.3399374	0.3399374	0.3407597	0.3419221	0.343233	0.565519	0.565519	0.565519	0.5658995	0.5666167	0.646278	0.646278	0.646278	0.6468	0.6484118	0.8188417	0.8188417	0.8188417	0.8188417	0.8188417	0.8657923	0.8657923	0.8657923	0.8657923	0.8657923	0.9850325	0.9850325	0.9850325	0.9850325	0.9850325	1
55	0	0	0	0.0039646	0.2148058	0.2148058	0.2164445	0.2179777	0.2196182	0.3151391	0.3154377	0.3157873	0.3157873	0.318801	0.582226	0.582226	0.582226	0.582226	0.5829822	0.6631523	0.6631523	0.6631523	0.6641072	0.6704724	0.8321992	0.8321992	0.8321992	0.8321992	0.8321992	0.8809485	0.8809485	0.8809485	0.8809485	0.8811899	0.9802241	0.9802241	0.9802241	0.9802241	0.9802241	1
56	0	0	0	0.0037749	0.2188011	0.2188011	0.2188011	0.2188011	0.2198496	0.333709	0.333709	0.333709	0.333709	0.3407484	0.578272	0.578272	0.578369	0.578369	0.578369	0.6511291	0.6511291	0.65329	0.65329	0.6570807	0.8226593	0.8226593	0.8226593	0.8226593	0.8255028	0.8887684	0.8887684	0.8887684	0.8887684	0.8887684	0.9878554	0.9878554	0.9878554	0.9878554	0.9883474	1
57	0.0020464	0.0025744	0.0025744	0.0073583	0.2504461	0.2504461	0.2504461	0.2504461	0.2524198	0.3619631	0.3619631	0.3619631	0.3637736	0.3637736	0.5754365	0.5754365	0.5754365	0.5754365	0.5754365	0.6752489	0.6752489	0.6752489	0.6752489	0.6752489	0.8432412	0.8432412	0.8432412	0.8432412	0.8468456	0.8966801	0.8966801	0.8966801	0.8966801	0.8966801	0.9708567	0.9708567	0.9708567	0.9708567	0.9708567	1
58	0	0	0	0.0020319	0.2414986	0.2414986	0.2414986	0.2414986	0.2430964	0.3539984	0.3539984	0.3539984	0.3557735	0.3557735	0.5551412	0.5551412	0.5551412	0.5551412	0.5571527	0.6514429	0.6514429	0.6514429	0.6514429	0.6514429	0.8264786	0.8264786	0.8264786	0.8264786	0.8264786	0.8792027	0.8792027	0.8792027	0.8792027	0.8792027	0.9694992	0.9694992	0.9694992	0.9694992	0.9694992	1
59	0	0	0	0	0.2245792	0.2245792	0.2245792	0.2245792	0.2258619	0.3820383	0.3820383	0.3820383	0.3820383	0.3820383	0.6026519	0.6026519	0.6026519	0.6026519	0.6026519	0.7138031	0.7138031	0.7138031	0.7138031	0.7170907	0.8284828	0.8284828	0.8284828	0.8284828	0.8284828	0.8686225	0.8686225	0.8686225	0.8686225	0.8702856	0.9644459	0.9644459	0.9644459	0.9694753	0.9704998	1
60	0	0	0	0	0.2642433	0.2642433	0.2642433	0.2678042	0.2678042	0.3950425	0.3950425	0.3950425	0.3950425	0.3974666	0.5825994	0.5825994	0.5825994	0.5825994	0.5882533	0.6920917	0.6920917	0.6942626	0.6950385	0.6950385	0.8283741	0.8283741	0.8283741	0.8283741	0.8291121	0.8806202	0.8806202	0.8806202	0.8806202	0.8806202	0.9762747	0.9762747	0.9762747	0.9762747	0.9762747	1
61	0	0	0	0.0103668	0.2455037	0.2455037	0.2455037	0.2506411	0.2533095	0.3692016	0.3692016	0.3692016	0.3743982	0.3743982	0.5882849	0.5882849	0.5882849	0.5882849	0.5882849	0.6939062	0.6939062	0.6939062	0.6939062	0.6939062	0.8565135	0.8565135	0.8565135	0.8565135	0.8565135	0.9061083	0.9061083	0.9061083	0.9061083	0.9083659	0.9681883	0.9681883	0.9681883	0.9681883	0.9681883	1
62	0	0	0	0.0039515	0.251678	0.251678	0.2599174	0.2599174	0.2754941	0.412175	0.412175	0.412175	0.412175	0.412175	0.5217398	0.5217398	0.5217398	0.5267243	0.5287524	0.6693112	0.6693112	0.6693112	0.6693112	0.6693112	0.8107758	0.8107758	0.8107758	0.8107758	0.8107758	0.8739414	0.8739414	0.8750812	0.8750812	0.8750812	0.9802861	0.9802861	0.9802861	0.9802861	0.9802861	1
63	0	0	0	0	0.2419199	0.2419199	0.2419199	0.2419199	0.2419199	0.4028964	0.4028964	0.4028964	0.4028964	0.4028964	0.5137758	0.5137758	0.5137758	0.5137758	0.5268573	0.7191523	0.7191523	0.7191523	0.7191523	0.7191523	0.8658354	0.8658354	0.8658354	0.8658354	0.8811924	0.9371054	0.9371054	0.9371054	0.9371054	0.9371054	0.9848552	0.9848552	0.9848552	0.9848552	0.9848552	1
64	0	0	0.0087772	0.0216877	0.2237681	0.2237681	0.2237681	0.2237681	0.2237681	0.3830144	0.3830144	0.3830144	0.3830144	0.3880183	0.5483727	0.5483727	0.5483727	0.5483727	0.5483727	0.6279362	0.6279362	0.6279362	0.6279362	0.6279362	0.7712348	0.7712348	0.7712348	0.7712348	0.7712348	0.8584472	0.8584472	0.8584472	0.8584472	0.8584472	0.946691	0.946691	0.946691	0.946691	0.9653473	1
