18	0	0	0	0	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	.1882791	1	1	1	1	1	1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
20	0	0	0	0	0	0	0	0	.1294278	.1294278	.1294278	.1294278	.1609561	.2692137	.2692137	.7745637	.7745637	.7925225	.7925225	.8858812	.8858812	.8858812	.8858812	.8858812	.8858812
21	0	0	0	0	0	0	.0733021	.1654656	.2729265	.3378848	.3943302	.5254856	.5697902	.6093164	.6093164	.6093164	.6623908	.6915607	.7323009	.7816591	.7816591	.7816591	.7816591	.8228762	.8393886
22	0	0	.0217506	.0497768	.0654264	.0654264	.0938646	.1620538	.1911923	.1929028	.2575939	.3686838	.4383148	.4423375	.4452815	.5929186	.6994452	.7746634	.8410977	.8410977	.8410977	.8677903	.8798869	.9024457	.9162062
23	0	0	.0026065	.0052554	.0120098	.0120098	.0205159	.0534186	.1014997	.1157878	.1351285	.2089496	.3047312	.3449386	.3508443	.4444972	.6733377	.8150643	.8684672	.8809636	.8809636	.8921457	.9306187	.9446483	.9544664
24	0	0	0	.0015187	.0068247	.0068247	.0082351	.0457582	.1324437	.1447946	.1543219	.2060515	.2842318	.3211691	.3379363	.3758177	.6166328	.7891756	.8607445	.8799241	.8829887	.9141562	.9435117	.9675885	.9903556
25	0	0	.0029867	.0043846	.0043846	.0043846	.0043846	.0190139	.1206261	.1474667	.1530099	.1780046	.276592	.3332779	.3462295	.3526601	.4932041	.7568073	.8759344	.8969853	.8969853	.9055014	.9400162	.982951	.9992256
26	0	0	.0017005	.0097377	.0122051	.0122051	.0122051	.0213501	.0914418	.1219218	.1248033	.1444599	.2187401	.3143348	.3307235	.3352206	.3895062	.6963047	.835103	.8658764	.8658764	.8669453	.9163501	.9743005	.9969531
27	0	0	0	.0001878	.0090578	.0090578	.0098014	.015734	.0904952	.1272178	.1273577	.1351881	.1955448	.294273	.3176174	.3193573	.3308561	.6172779	.8072975	.8575612	.8575612	.8575612	.9135015	.9719633	1
28	0	0	0	.0019483	.007001	.007001	.0091621	.014797	.0733555	.1306956	.1322412	.1351693	.1651127	.28737	.3309437	.3341273	.3411328	.4846209	.7869017	.8424776	.8424776	.843299	.8840083	.9711239	.999317
29	0	0	.0014315	.0059421	.0139548	.0139548	.0139548	.0139548	.0589217	.1353185	.1353185	.1403787	.1576611	.259349	.3227201	.3227201	.3310605	.3883002	.7617423	.8461108	.8469887	.8469887	.8569814	.9585596	1
30	0	0	0	.0007046	.014088	.014088	.014088	.0166094	.0492738	.1453015	.1453015	.1472854	.1590772	.2607426	.3321418	.3321418	.3341205	.3704528	.7199394	.8394096	.8394096	.8394096	.847416	.9476922	.9992527
31	0	0	0	0	.009896	.0101579	.0101579	.0119089	.0314894	.1202434	.1202434	.1202434	.1285665	.2156766	.3282031	.3282031	.3289467	.3423018	.6405718	.8094919	.8094919	.8094919	.8114385	.9221201	1
32	0	0	0	0	.0148686	.0148686	.0148686	.0148686	.0243052	.1286389	.1286389	.1297888	.1352114	.2026366	.3425388	.3431887	.3431887	.3501746	.5822194	.808015	.808015	.8086097	.8086097	.8826824	1
33	0	0	0	0	.0061754	.0061754	.0061754	.0061754	.0132545	.1233802	.1233802	.124496	.1319418	.1658615	.3417257	.3417257	.3417257	.3462839	.4953303	.8031633	.8031633	.8031633	.8031633	.8584837	1
34	0	0	0	0	.0084308	.0084308	.0084308	.0084308	.011037	.1265343	.1265343	.1265343	.1279943	.1500513	.3510147	.3510147	.3518619	.3571749	.4487468	.8051376	.8051376	.8051376	.8051376	.8283558	1
35	0	0	0	0	.0090021	.0090021	.0090021	.0090021	.0137792	.1514368	.1514368	.1514368	.1541154	.1667498	.346903	.346903	.346903	.3525505	.4063835	.8216189	.8216189	.8216189	.8216189	.8347495	1
36	0	0	0	0	.0161774	.0161774	.0161774	.0161774	.0164522	.1505725	.1505725	.151819	.1540864	.1665042	.3389751	.3389751	.3389751	.3400615	.3685004	.7961023	.7961023	.7961023	.7961023	.8078773	1
37	0	0	0	.0007387	.0171955	.0171955	.0171955	.0171955	.0199148	.1373944	.1373944	.1373944	.1382862	.1498166	.3375918	.3375918	.3375918	.3379836	.3591763	.8086238	.8086238	.8086238	.8086238	.8185536	1
38	0	0	0	0	.0145965	.0145965	.0145965	.0145965	.0165022	.1512256	.1512256	.1512256	.153714	.1579552	.3583505	.3583505	.3583505	.3587017	.3737746	.8047698	.8047698	.8047698	.8047698	.808277	1
39	0	0	0	0	.0115833	.0115833	.0115833	.0115833	.0115833	.1378129	.1378129	.1378129	.1383913	.1432253	.3574407	.3574407	.3580442	.3580442	.3685285	.7886223	.7886223	.7886223	.7886223	.7898976	1
40	0	0	0	0	.0128209	.0128209	.0128209	.0128209	.0130406	.1341821	.1341821	.1341821	.1348581	.1393121	.349941	.349941	.349941	.349941	.357412	.8025919	.8025919	.8025919	.8025919	.805742	.9998492
41	0	0	0	0	.0100789	.0100789	.0100789	.0100789	.0108927	.1311933	.1311933	.1311933	.1311933	.1347447	.3353581	.3353581	.3353581	.3368921	.3424798	.780214	.780214	.780214	.7812867	.7812867	.9997988
42	0	0	0	0	.0146681	.0146681	.0146681	.0146681	.0146681	.1309061	.1309061	.1309061	.1309061	.1319955	.3241347	.3241347	.3241347	.3241347	.3261178	.7593518	.7593518	.7593518	.7601349	.7607493	.9997842
43	0	0	0	0	.0212729	.0212729	.0212729	.0212729	.0224007	.1615349	.1615349	.1615349	.1615349	.1622735	.3525305	.3525305	.3525305	.3525305	.3532626	.7595353	.7595353	.7595353	.7595353	.7599772	.9989663
44	0	0	0	.0007282	.0194189	.0194189	.0194189	.0195195	.0195195	.1542568	.1542568	.1542568	.1542568	.1545341	.3602917	.3602917	.3602917	.3619434	.3643583	.7686267	.7686267	.7686267	.7686267	.7686267	.9992368
45	0	0	0	0	.0108929	.0108929	.0108929	.0108929	.0108929	.1421085	.1421085	.1421085	.1421085	.1421085	.3337747	.3337747	.3337747	.3337747	.3354027	.7561337	.7561337	.7561337	.7561337	.7561337	.997354
