18	0.1331878	0	0	0	0.0842333	0	0	0	0.013100	0	0	0
19	0.2503294	0	0	0	0.0777202	0	0	0	0.023715	0	0	0
20	0.3501118	0.1927374	0	0	0.1123228	0.043956	0	0	0.041387	0.002793	0	0
21	0.4699507	0.3149425	0	0	0.1233397	0.0723982	0	0	0.053202	0.018391	0	0
22	0.5167653	0.38322	0.1595331	0	0.1378987	0.0672451	0.0155642	0	0.071992	0.018141	0	0
23	0.5636172	0.4844125	0.2636103	0	0.1240234	0.1121076	0.0309859	0	0.106204	0.033573	0	0
24	0.5794392	0.5334873	0.3678474	0	0.1297193	0.0903226	0.0421053	0	0.134995	0.050808	0.002725	0
25	0.6091954	0.565534	0.4385475	0.2058824	0.1145631	0.1303371	0.0561497	0	0.150470	0.084952	0.027933	0.029412
26	0.6522199	0.6118721	0.5144357	0.2682927	0.1432777	0.1176471	0.1102757	0.0666667	0.140592	0.093607	0.026247	0.000000
27	0.6336117	0.6689815	0.5984456	0.3555556	0.1178161	0.1297872	0.1160494	0.0588235	0.178497	0.078704	0.036269	0.022222
28	0.6680498	0.6979405	0.605598	0.4833333	0.1077505	0.1509434	0.115942	0.03125	0.161826	0.084668	0.035623	0.016667
29	0.6554974	0.7198178	0.6868421	0.4745763	0.0920422	0.1134021	0.1712846	0.0757576	0.173822	0.097950	0.036842	0.033898
30	0.6547368	0.7295455	0.6947368	0.578125	0.0697455	0.1280488	0.129108	0.1	0.183158	0.109091	0.060526	0.031250
31	0.657688	0.7433414	0.7369863	0.6393443	0.0772686	0.0817121	0.1360544	0.1710526	0.190797	0.108959	0.054795	0.049180
32	0.6821516	0.7664042	0.7554859	0.6666667	0.0618182	0.106	0.1554524	0.109589	0.178484	0.118110	0.068966	0.017544
33	0.6934404	0.7548746	0.7442623	0.6666667	0.0528201	0.0782443	0.1142191	0.1232877	0.182062	0.133705	0.068853	0.041667
34	0.6800596	0.7575758	0.7604563	0.7234042	0.0371041	0.0682261	0.1036036	0.1153846	0.196429	0.139394	0.068441	0.063830
35	0.6971714	0.7619048	0.7835498	0.6410257	0.0408348	0.0545809	0.0938967	0.1333333	0.193012	0.135531	0.073593	0.102564
36	0.6628571	0.7715356	0.8009478	0.744186	0.0295476	0.0357143	0.084507	0.0769231	0.240000	0.134832	0.075829	0.116279
37	0.6887967	0.744898	0.7918782	0.8076923	0.0245902	0.037182	0.0248869	0.1052632	0.201245	0.132653	0.071066	0.038462
38	0.688196	0.8059072	0.8251366	0.8333333	0.0127621	0.0294118	0.0439815	0.0273973	0.213809	0.139241	0.065574	0.083333
39	0.6741071	0.7513812	0.8035714	0.78125	0.0120259	0.019802	0.0268949	0.0506329	0.220982	0.154696	0.071429	0.093750
40	0.6838565	0.7544643	0.8128342	0.8648649	0.0046253	0.0140562	0.0260663	0.0125	0.242153	0.178571	0.096257	0.081081
41	0.6720183	0.7282609	0.8146067	0.8387097	0.0064995	0.0078895	0.0183486	0.0253165	0.229358	0.163044	0.095506	0.096774
42	0.6474501	0.741784	0.7559524	0.8055556	0.0027199	0.0119284	0	0	0.257206	0.192488	0.107143	0.138889
43	0.6785714	0.7740384	0.8260869	0.75	0	0	0	0	0.228992	0.153846	0.086957	0.156250
44	0.6386364	0.7511737	0.8121547	0.8536586	0	0	0	0	0.265909	0.187793	0.099448	0.146342
45	0.6903553	0.7202381	0.7880794	0.8260869	0	0	0	0	0.228426	0.214286	0.105960	0.173913
